Title,URL,ID,Difficulty,Paid
Average Value of Even Numbers That Are Divisible by Three,https://leetcode.com/problems/average-value-of-even-numbers-that-are-divisible-by-three,2455,1,False
Sum of Number and Its Reverse,https://leetcode.com/problems/sum-of-number-and-its-reverse,2443,2,False
Minimum Number of Operations to Make Arrays Similar,https://leetcode.com/problems/minimum-number-of-operations-to-make-arrays-similar,2449,3,False
Minimum Cost to Make Array Equal,https://leetcode.com/problems/minimum-cost-to-make-array-equal,2448,3,False
Determine if Two Events Have Conflict,https://leetcode.com/problems/determine-if-two-events-have-conflict,2446,1,False
Bitwise XOR of All Pairings,https://leetcode.com/problems/bitwise-xor-of-all-pairings,2425,2,False
Remove Letter To Equalize Frequency,https://leetcode.com/problems/remove-letter-to-equalize-frequency,2423,1,False
Create Components With Same Value,https://leetcode.com/problems/create-components-with-same-value,2440,3,False
Minimize Maximum of Array,https://leetcode.com/problems/minimize-maximum-of-array,2439,2,False
Range Product Queries of Powers,https://leetcode.com/problems/range-product-queries-of-powers,2438,2,False
Number of Valid Clock Times,https://leetcode.com/problems/number-of-valid-clock-times,2437,1,False
Count Subarrays With Fixed Bounds,https://leetcode.com/problems/count-subarrays-with-fixed-bounds,2444,3,False
Longest Increasing Subsequence II,https://leetcode.com/problems/longest-increasing-subsequence-ii,2407,3,False
Count Number of Distinct Integers After Reverse Operations,https://leetcode.com/problems/count-number-of-distinct-integers-after-reverse-operations,2442,2,False
Largest Positive Integer That Exists With Its Negative,https://leetcode.com/problems/largest-positive-integer-that-exists-with-its-negative,2441,1,False
Paths in Matrix Whose Sum Is Divisible by K,https://leetcode.com/problems/paths-in-matrix-whose-sum-is-divisible-by-k,2435,3,False
Using a Robot to Print the Lexicographically Smallest String,https://leetcode.com/problems/using-a-robot-to-print-the-lexicographically-smallest-string,2434,2,False
Find The Original Array of Prefix Xor,https://leetcode.com/problems/find-the-original-array-of-prefix-xor,2433,2,False
The Employee That Worked on the Longest Task,https://leetcode.com/problems/the-employee-that-worked-on-the-longest-task,2432,1,False
Number of Pairs Satisfying Inequality,https://leetcode.com/problems/number-of-pairs-satisfying-inequality,2426,3,False
Longest Uploaded Prefix,https://leetcode.com/problems/longest-uploaded-prefix,2424,2,False
Partition String Into Substrings With Values at Most K,https://leetcode.com/problems/partition-string-into-substrings-with-values-at-most-k,2522,2,False
Maximum Deletions on a String,https://leetcode.com/problems/maximum-deletions-on-a-string,2430,3,False
Minimize XOR,https://leetcode.com/problems/minimize-xor,2429,2,False
Maximum Sum of an Hourglass,https://leetcode.com/problems/maximum-sum-of-an-hourglass,2428,2,False
Number of Common Factors,https://leetcode.com/problems/number-of-common-factors,2427,1,False
Number of Good Paths,https://leetcode.com/problems/number-of-good-paths,2421,3,False
Find All Good Indices,https://leetcode.com/problems/find-all-good-indices,2420,2,False
Longest Subarray With Maximum Bitwise AND,https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and,2419,2,False
Sort the People,https://leetcode.com/problems/sort-the-people,2418,1,False
Minimum Money Required Before Transactions,https://leetcode.com/problems/minimum-money-required-before-transactions,2412,3,False
Smallest Subarrays With Maximum Bitwise OR,https://leetcode.com/problems/smallest-subarrays-with-maximum-bitwise-or,2411,2,False
Maximum Matching of Players With Trainers,https://leetcode.com/problems/maximum-matching-of-players-with-trainers,2410,2,False
Count Days Spent Together,https://leetcode.com/problems/count-days-spent-together,2409,1,False
Number of Unique Subjects Taught by Each Teacher,https://leetcode.com/problems/number-of-unique-subjects-taught-by-each-teacher,2356,1,False
Sum of Prefix Scores of Strings,https://leetcode.com/problems/sum-of-prefix-scores-of-strings,2416,3,False
Reverse Odd Levels of Binary Tree,https://leetcode.com/problems/reverse-odd-levels-of-binary-tree,2415,2,False
Length of the Longest Alphabetical Continuous Substring,https://leetcode.com/problems/length-of-the-longest-alphabetical-continuous-substring,2414,2,False
Smallest Even Multiple,https://leetcode.com/problems/smallest-even-multiple,2413,1,False
Divide Intervals Into Minimum Number of Groups,https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups,2406,2,False
Optimal Partition of String,https://leetcode.com/problems/optimal-partition-of-string,2405,2,False
Most Frequent Even Element,https://leetcode.com/problems/most-frequent-even-element,2404,1,False
Task Scheduler II,https://leetcode.com/problems/task-scheduler-ii,2365,2,False
Maximum Rows Covered by Columns,https://leetcode.com/problems/maximum-rows-covered-by-columns,2397,2,False
Strictly Palindromic Number,https://leetcode.com/problems/strictly-palindromic-number,2396,2,False
Find Subarrays With Equal Sum,https://leetcode.com/problems/find-subarrays-with-equal-sum,2395,1,False
Meeting Rooms III,https://leetcode.com/problems/meeting-rooms-iii,2402,3,False
Longest Nice Subarray,https://leetcode.com/problems/longest-nice-subarray,2401,2,False
Number of Ways to Reach a Position After Exactly k Steps,https://leetcode.com/problems/number-of-ways-to-reach-a-position-after-exactly-k-steps,2400,2,False
Check Distances Between Same Letters,https://leetcode.com/problems/check-distances-between-same-letters,2399,1,False
Largest Palindromic Number,https://leetcode.com/problems/largest-palindromic-number,2384,2,False
Max Sum of a Pair With Equal Sum of Digits,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits,2342,2,False
Build a Matrix With Conditions,https://leetcode.com/problems/build-a-matrix-with-conditions,2392,3,False
Minimum Amount of Time to Collect Garbage,https://leetcode.com/problems/minimum-amount-of-time-to-collect-garbage,2391,2,False
Removing Stars From a String,https://leetcode.com/problems/removing-stars-from-a-string,2390,2,False
Longest Subsequence With Limited Sum,https://leetcode.com/problems/longest-subsequence-with-limited-sum,2389,1,False
Maximum Segment Sum After Removals,https://leetcode.com/problems/maximum-segment-sum-after-removals,2382,3,False
Shifting Letters II,https://leetcode.com/problems/shifting-letters-ii,2381,2,False
Time Needed to Rearrange a Binary String,https://leetcode.com/problems/time-needed-to-rearrange-a-binary-string,2380,2,False
Minimum Recolors to Get K Consecutive Black Blocks,https://leetcode.com/problems/minimum-recolors-to-get-k-consecutive-black-blocks,2379,1,False
Find the K-Sum of an Array,https://leetcode.com/problems/find-the-k-sum-of-an-array,2386,3,False
Amount of Time for Binary Tree to Be Infected,https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected,2385,2,False
Minimum Hours of Training to Win a Competition,https://leetcode.com/problems/minimum-hours-of-training-to-win-a-competition,2383,1,False
Count Special Integers,https://leetcode.com/problems/count-special-integers,2376,3,False
Construct Smallest Number From DI String,https://leetcode.com/problems/construct-smallest-number-from-di-string,2375,2,False
Node With Highest Edge Score,https://leetcode.com/problems/node-with-highest-edge-score,2374,2,False
Largest Local Values in a Matrix,https://leetcode.com/problems/largest-local-values-in-a-matrix,2373,1,False
Minimum Replacements to Sort the Array,https://leetcode.com/problems/minimum-replacements-to-sort-the-array,2366,3,False
Maximum Number of Robots Within Budget,https://leetcode.com/problems/maximum-number-of-robots-within-budget,2398,3,False
Count Number of Bad Pairs,https://leetcode.com/problems/count-number-of-bad-pairs,2364,2,False
Merge Similar Items,https://leetcode.com/problems/merge-similar-items,2363,1,False
Reachable Nodes With Restrictions,https://leetcode.com/problems/reachable-nodes-with-restrictions,2368,2,False
Longest Ideal Subsequence,https://leetcode.com/problems/longest-ideal-subsequence,2370,2,False
Check if There is a Valid Partition For The Array,https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array,2369,2,False
Number of Arithmetic Triplets,https://leetcode.com/problems/number-of-arithmetic-triplets,2367,1,False
Longest Cycle in a Graph,https://leetcode.com/problems/longest-cycle-in-a-graph,2360,3,False
Find Closest Node to Given Two Nodes,https://leetcode.com/problems/find-closest-node-to-given-two-nodes,2359,2,False
Maximum Number of Groups Entering a Competition,https://leetcode.com/problems/maximum-number-of-groups-entering-a-competition,2358,2,False
Make Array Zero by Subtracting Equal Amounts,https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts,2357,1,False
Shortest Impossible Sequence of Rolls,https://leetcode.com/problems/shortest-impossible-sequence-of-rolls,2350,3,False
Design a Number Container System,https://leetcode.com/problems/design-a-number-container-system,2349,2,False
Best Poker Hand,https://leetcode.com/problems/best-poker-hand,2347,1,False
Number of Zero-Filled Subarrays,https://leetcode.com/problems/number-of-zero-filled-subarrays,2348,2,False
Number of Excellent Pairs,https://leetcode.com/problems/number-of-excellent-pairs,2354,3,False
Design a Food Rating System,https://leetcode.com/problems/design-a-food-rating-system,2353,2,False
Equal Row and Column Pairs,https://leetcode.com/problems/equal-row-and-column-pairs,2352,2,False
First Letter to Appear Twice,https://leetcode.com/problems/first-letter-to-appear-twice,2351,1,False
Minimum Deletions to Make Array Divisible,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible,2344,3,False
Query Kth Smallest Trimmed Number,https://leetcode.com/problems/query-kth-smallest-trimmed-number,2343,2,False
Maximum Number of Pairs in Array,https://leetcode.com/problems/maximum-number-of-pairs-in-array,2341,1,False
Subarray With Elements Greater Than Varying Threshold,https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold,2334,3,False
Minimum Sum of Squared Difference,https://leetcode.com/problems/minimum-sum-of-squared-difference,2333,2,False
The Latest Time to Catch a Bus,https://leetcode.com/problems/the-latest-time-to-catch-a-bus,2332,2,False
Evaluate Boolean Binary Tree,https://leetcode.com/problems/evaluate-boolean-binary-tree,2331,1,False
Count the Number of Ideal Arrays,https://leetcode.com/problems/count-the-number-of-ideal-arrays,2338,3,False
Move Pieces to Obtain a String,https://leetcode.com/problems/move-pieces-to-obtain-a-string,2337,2,False
Smallest Number in Infinite Set,https://leetcode.com/problems/smallest-number-in-infinite-set,2336,2,False
Minimum Amount of Time to Fill Cups,https://leetcode.com/problems/minimum-amount-of-time-to-fill-cups,2335,1,False
Spiral Matrix IV,https://leetcode.com/problems/spiral-matrix-iv,2326,2,False
Number of Increasing Paths in a Grid,https://leetcode.com/problems/number-of-increasing-paths-in-a-grid,2328,3,False
Number of People Aware of a Secret,https://leetcode.com/problems/number-of-people-aware-of-a-secret,2327,2,False
Decode the Message,https://leetcode.com/problems/decode-the-message,2325,1,False
Number of Distinct Roll Sequences,https://leetcode.com/problems/number-of-distinct-roll-sequences,2318,3,False
Count Unreachable Pairs of Nodes in an Undirected Graph,https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph,2316,2,False
Maximum XOR After Operations ,https://leetcode.com/problems/maximum-xor-after-operations,2317,2,False
Count Asterisks,https://leetcode.com/problems/count-asterisks,2315,1,False
Minimum Score After Removals on a Tree,https://leetcode.com/problems/minimum-score-after-removals-on-a-tree,2322,3,False
Check if Matrix Is X-Matrix,https://leetcode.com/problems/check-if-matrix-is-x-matrix,2319,1,False
Count Number of Ways to Place Houses,https://leetcode.com/problems/count-number-of-ways-to-place-houses,2320,2,False
Longest Binary Subsequence Less Than or Equal to K,https://leetcode.com/problems/longest-binary-subsequence-less-than-or-equal-to-k,2311,2,False
Count Subarrays With Score Less Than K,https://leetcode.com/problems/count-subarrays-with-score-less-than-k,2302,3,False
Match Substring After Replacement,https://leetcode.com/problems/match-substring-after-replacement,2301,3,False
Successful Pairs of Spells and Potions,https://leetcode.com/problems/successful-pairs-of-spells-and-potions,2300,2,False
Strong Password Checker II,https://leetcode.com/problems/strong-password-checker-ii,2299,1,False
Naming a Company,https://leetcode.com/problems/naming-a-company,2306,3,False
Design a Text Editor,https://leetcode.com/problems/design-a-text-editor,2296,3,False
Replace Elements in an Array,https://leetcode.com/problems/replace-elements-in-an-array,2295,2,False
Partition Array Such That Maximum Difference Is K,https://leetcode.com/problems/partition-array-such-that-maximum-difference-is-k,2294,2,False
Min Max Game,https://leetcode.com/problems/min-max-game,2293,1,False
Root Equals Sum of Children,https://leetcode.com/problems/root-equals-sum-of-children,2236,1,False
Add Two Integers,https://leetcode.com/problems/add-two-integers,2235,1,False
Booking Concert Tickets in Groups,https://leetcode.com/problems/booking-concert-tickets-in-groups,2286,3,False
Maximum Total Importance of Roads,https://leetcode.com/problems/maximum-total-importance-of-roads,2285,2,False
Sender With Largest Word Count,https://leetcode.com/problems/sender-with-largest-word-count,2284,2,False
Check if Number Has Equal Digit Count and Digit Value,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value,2283,1,False
Minimum Obstacle Removal to Reach Corner,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner,2290,3,False
Steps to Make Array Non-decreasing,https://leetcode.com/problems/steps-to-make-array-non-decreasing,2289,2,False
Apply Discount to Prices,https://leetcode.com/problems/apply-discount-to-prices,2288,2,False
Rearrange Characters to Make Target String,https://leetcode.com/problems/rearrange-characters-to-make-target-string,2287,1,False
Sum of Total Strength of Wizards,https://leetcode.com/problems/sum-of-total-strength-of-wizards,2281,3,False
Minimum Lines to Represent a Line Chart,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart,2280,2,False
Maximum Bags With Full Capacity of Rocks,https://leetcode.com/problems/maximum-bags-with-full-capacity-of-rocks,2279,2,False
Percentage of Letter in String,https://leetcode.com/problems/percentage-of-letter-in-string,2278,1,False
Longest Path With Different Adjacent Characters,https://leetcode.com/problems/longest-path-with-different-adjacent-characters,2246,3,False
Maximum Trailing Zeros in a Cornered Path,https://leetcode.com/problems/maximum-trailing-zeros-in-a-cornered-path,2245,2,False
Minimum Rounds to Complete All Tasks,https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks,2244,2,False
Calculate Digit Sum of a String,https://leetcode.com/problems/calculate-digit-sum-of-a-string,2243,1,False
Substring With Largest Variance,https://leetcode.com/problems/substring-with-largest-variance,2272,3,False
Maximum White Tiles Covered by a Carpet,https://leetcode.com/problems/maximum-white-tiles-covered-by-a-carpet,2271,2,False
Number of Ways to Split Array,https://leetcode.com/problems/number-of-ways-to-split-array,2270,2,False
Count Integers in Intervals,https://leetcode.com/problems/count-integers-in-intervals,2276,3,False
Largest Combination With Bitwise AND Greater Than Zero,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero,2275,2,False
Maximum Consecutive Floors Without Special Floors,https://leetcode.com/problems/maximum-consecutive-floors-without-special-floors,2274,2,False
Maximum Score of a Node Sequence,https://leetcode.com/problems/maximum-score-of-a-node-sequence,2242,3,False
Design an ATM Machine,https://leetcode.com/problems/design-an-atm-machine,2241,2,False
Number of Ways to Buy Pens and Pencils,https://leetcode.com/problems/number-of-ways-to-buy-pens-and-pencils,2240,2,False
Find Closest Number to Zero,https://leetcode.com/problems/find-closest-number-to-zero,2239,1,False
 Check if There Is a Valid Parentheses String Path,https://leetcode.com/problems/check-if-there-is-a-valid-parentheses-string-path,2267,3,False
Count Number of Texts,https://leetcode.com/problems/count-number-of-texts,2266,2,False
Count Nodes Equal to Average of Subtree,https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree,2265,2,False
Largest 3-Same-Digit Number in String,https://leetcode.com/problems/largest-3-same-digit-number-in-string,2264,1,False
Minimum Number of Operations to Convert Time,https://leetcode.com/problems/minimum-number-of-operations-to-convert-time,2224,1,False
Escape the Spreading Fire,https://leetcode.com/problems/escape-the-spreading-fire,2258,3,False
Count Unguarded Cells in the Grid,https://leetcode.com/problems/count-unguarded-cells-in-the-grid,2257,2,False
Minimum Average Difference,https://leetcode.com/problems/minimum-average-difference,2256,2,False
Count Prefixes of a Given String,https://leetcode.com/problems/count-prefixes-of-a-given-string,2255,1,False
Total Appeal of A String,https://leetcode.com/problems/total-appeal-of-a-string,2262,3,False
K Divisible Elements Subarrays,https://leetcode.com/problems/k-divisible-elements-subarrays,2261,2,False
Minimum Consecutive Cards to Pick Up,https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up,2260,2,False
Remove Digit From Number to Maximize Result,https://leetcode.com/problems/remove-digit-from-number-to-maximize-result,2259,1,False
Number of Flowers in Full Bloom,https://leetcode.com/problems/number-of-flowers-in-full-bloom,2251,3,False
Count Number of Rectangles Containing Each Point,https://leetcode.com/problems/count-number-of-rectangles-containing-each-point,2250,2,False
Count Lattice Points Inside a Circle,https://leetcode.com/problems/count-lattice-points-inside-a-circle,2249,2,False
Intersection of Multiple Arrays,https://leetcode.com/problems/intersection-of-multiple-arrays,2248,1,False
Maximum Total Beauty of the Gardens,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens,2234,3,False
Maximum Product After K Increments,https://leetcode.com/problems/maximum-product-after-k-increments,2233,2,False
Minimize Result by Adding Parentheses to Expression,https://leetcode.com/problems/minimize-result-by-adding-parentheses-to-expression,2232,2,False
Largest Number After Digit Swaps by Parity,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity,2231,1,False
Sum of Scores of Built Strings,https://leetcode.com/problems/sum-of-scores-of-built-strings,2223,3,False
Number of Ways to Select Buildings,https://leetcode.com/problems/number-of-ways-to-select-buildings,2222,2,False
Find Triangular Sum of an Array,https://leetcode.com/problems/find-triangular-sum-of-an-array,2221,2,False
Minimum Bit Flips to Convert Number,https://leetcode.com/problems/minimum-bit-flips-to-convert-number,2220,1,False
Minimum Weighted Subgraph With the Required Paths,https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths,2203,3,False
Find All K-Distant Indices in an Array,https://leetcode.com/problems/find-all-k-distant-indices-in-an-array,2200,1,False
Longest Substring of One Repeating Character,https://leetcode.com/problems/longest-substring-of-one-repeating-character,2213,3,False
Maximum Points in an Archery Competition,https://leetcode.com/problems/maximum-points-in-an-archery-competition,2212,2,False
Count Collisions on a Road,https://leetcode.com/problems/count-collisions-on-a-road,2211,2,False
Count Hills and Valleys in an Array,https://leetcode.com/problems/count-hills-and-valleys-in-an-array,2210,1,False
Most Frequent Number Following Key In an Array,https://leetcode.com/problems/most-frequent-number-following-key-in-an-array,2190,1,False
Minimum White Tiles After Covering With Carpets,https://leetcode.com/problems/minimum-white-tiles-after-covering-with-carpets,2209,3,False
Minimum Operations to Halve Array Sum,https://leetcode.com/problems/minimum-operations-to-halve-array-sum,2208,2,False
Maximize Number of Subsequences in a String,https://leetcode.com/problems/maximize-number-of-subsequences-in-a-string,2207,2,False
Divide Array Into Equal Pairs,https://leetcode.com/problems/divide-array-into-equal-pairs,2206,1,False
Replace Non-Coprime Numbers in Array,https://leetcode.com/problems/replace-non-coprime-numbers-in-array,2197,3,False
Create Binary Tree From Descriptions,https://leetcode.com/problems/create-binary-tree-from-descriptions,2196,2,False
Append K Integers With Minimal Sum,https://leetcode.com/problems/append-k-integers-with-minimal-sum,2195,2,False
Cells in a Range on an Excel Sheet,https://leetcode.com/problems/cells-in-a-range-on-an-excel-sheet,2194,1,False
Count Array Pairs Divisible by K,https://leetcode.com/problems/count-array-pairs-divisible-by-k,2183,3,False
Construct String With Repeat Limit,https://leetcode.com/problems/construct-string-with-repeat-limit,2182,2,False
Merge Nodes in Between Zeros,https://leetcode.com/problems/merge-nodes-in-between-zeros,2181,2,False
Count Integers With Even Digit Sum,https://leetcode.com/problems/count-integers-with-even-digit-sum,2180,1,False
Minimum Time to Finish the Race,https://leetcode.com/problems/minimum-time-to-finish-the-race,2188,3,False
Minimum Time to Complete Trips,https://leetcode.com/problems/minimum-time-to-complete-trips,2187,2,False
Minimum Number of Steps to Make Two Strings Anagram II,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii,2186,2,False
Counting Words With a Given Prefix,https://leetcode.com/problems/counting-words-with-a-given-prefix,2185,1,False
Maximum AND Sum of Array,https://leetcode.com/problems/maximum-and-sum-of-array,2172,3,False
Removing Minimum Number of Magic Beans,https://leetcode.com/problems/removing-minimum-number-of-magic-beans,2171,2,False
Minimum Operations to Make the Array Alternating,https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating,2170,2,False
Count Operations to Obtain Zero,https://leetcode.com/problems/count-operations-to-obtain-zero,2169,1,False
Minimum Time to Remove All Cars Containing Illegal Goods,https://leetcode.com/problems/minimum-time-to-remove-all-cars-containing-illegal-goods,2167,3,False
Design Bitset,https://leetcode.com/problems/design-bitset,2166,2,False
Smallest Value of the Rearranged Number,https://leetcode.com/problems/smallest-value-of-the-rearranged-number,2165,2,False
Sort Even and Odd Indices Independently,https://leetcode.com/problems/sort-even-and-odd-indices-independently,2164,1,False
Count Good Triplets in an Array,https://leetcode.com/problems/count-good-triplets-in-an-array,2179,3,False
Maximum Split of Positive Even Integers,https://leetcode.com/problems/maximum-split-of-positive-even-integers,2178,2,False
Find Three Consecutive Integers That Sum to a Given Number,https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number,2177,2,False
Count Equal and Divisible Pairs in an Array,https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array,2176,1,False
Groups of Strings,https://leetcode.com/problems/groups-of-strings,2157,3,False
Find Substring With Given Hash Value,https://leetcode.com/problems/find-substring-with-given-hash-value,2156,3,False
Keep Multiplying Found Values by Two,https://leetcode.com/problems/keep-multiplying-found-values-by-two,2154,1,False
Maximum Good People Based on Statements,https://leetcode.com/problems/maximum-good-people-based-on-statements,2151,3,False
Rearrange Array Elements by Sign,https://leetcode.com/problems/rearrange-array-elements-by-sign,2149,2,False
Find All Lonely Numbers in the Array,https://leetcode.com/problems/find-all-lonely-numbers-in-the-array,2150,2,False
Count Elements With Strictly Smaller and Greater Elements ,https://leetcode.com/problems/count-elements-with-strictly-smaller-and-greater-elements,2148,1,False
Minimum Difference in Sums After Removal of Elements,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements,2163,3,False
Minimum Cost to Set Cooking Time,https://leetcode.com/problems/minimum-cost-to-set-cooking-time,2162,2,False
Partition Array According to Given Pivot,https://leetcode.com/problems/partition-array-according-to-given-pivot,2161,2,False
Minimum Sum of Four Digit Number After Splitting Digits,https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits,2160,1,False
Maximum Running Time of N Computers,https://leetcode.com/problems/maximum-running-time-of-n-computers,2141,3,False
Solving Questions With Brainpower,https://leetcode.com/problems/solving-questions-with-brainpower,2140,2,False
All Divisions With the Highest Score of a Binary Array,https://leetcode.com/problems/all-divisions-with-the-highest-score-of-a-binary-array,2155,2,False
Divide a String Into Groups of Size k,https://leetcode.com/problems/divide-a-string-into-groups-of-size-k,2138,1,False
Earliest Possible Day of Full Bloom,https://leetcode.com/problems/earliest-possible-day-of-full-bloom,2136,3,False
Count Words Obtained After Adding a Letter,https://leetcode.com/problems/count-words-obtained-after-adding-a-letter,2135,2,False
Minimum Swaps to Group All 1's Together II,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii,2134,2,False
Check if Every Row and Column Contains All Numbers,https://leetcode.com/problems/check-if-every-row-and-column-contains-all-numbers,2133,1,False
Number of Ways to Divide a Long Corridor,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor,2147,3,False
K Highest Ranked Items Within a Price Range,https://leetcode.com/problems/k-highest-ranked-items-within-a-price-range,2146,2,False
Count the Hidden Sequences,https://leetcode.com/problems/count-the-hidden-sequences,2145,2,False
Minimum Cost of Buying Candies With Discount,https://leetcode.com/problems/minimum-cost-of-buying-candies-with-discount,2144,1,False
Maximum Employees to Be Invited to a Meeting,https://leetcode.com/problems/maximum-employees-to-be-invited-to-a-meeting,2127,3,False
Destroying Asteroids,https://leetcode.com/problems/destroying-asteroids,2126,2,False
Number of Laser Beams in a Bank,https://leetcode.com/problems/number-of-laser-beams-in-a-bank,2125,2,False
Check if All A's Appears Before All B's,https://leetcode.com/problems/check-if-all-as-appears-before-all-bs,2124,1,False
Recover the Original Array,https://leetcode.com/problems/recover-the-original-array,2122,3,False
Intervals Between Identical Elements,https://leetcode.com/problems/intervals-between-identical-elements,2121,2,False
Execution of All Suffix Instructions Staying in a Grid,https://leetcode.com/problems/execution-of-all-suffix-instructions-staying-in-a-grid,2120,2,False
A Number After a Double Reversal,https://leetcode.com/problems/a-number-after-a-double-reversal,2119,1,False
Longest Palindrome by Concatenating Two Letter Words,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words,2131,2,False
Maximum Twin Sum of a Linked List,https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list,2130,2,False
Capitalize the Title,https://leetcode.com/problems/capitalize-the-title,2129,1,False
Minimum Operations to Make the Array K-Increasing,https://leetcode.com/problems/minimum-operations-to-make-the-array-k-increasing,2111,3,False
Number of Smooth Descent Periods of a Stock,https://leetcode.com/problems/number-of-smooth-descent-periods-of-a-stock,2110,2,False
Adding Spaces to a String,https://leetcode.com/problems/adding-spaces-to-a-string,2109,2,False
Find First Palindromic String in the Array,https://leetcode.com/problems/find-first-palindromic-string-in-the-array,2108,1,False
Maximum Fruits Harvested After at Most K Steps,https://leetcode.com/problems/maximum-fruits-harvested-after-at-most-k-steps,2106,3,False
Watering Plants II,https://leetcode.com/problems/watering-plants-ii,2105,2,False
Sum of Subarray Ranges,https://leetcode.com/problems/sum-of-subarray-ranges,2104,2,False
Rings and Rods,https://leetcode.com/problems/rings-and-rods,2103,1,False
Abbreviating the Product of a Range,https://leetcode.com/problems/abbreviating-the-product-of-a-range,2117,3,False
Check if a Parentheses String Can Be Valid,https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid,2116,2,False
Find All Possible Recipes from Given Supplies,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,2115,2,False
Maximum Number of Words Found in Sentences,https://leetcode.com/problems/maximum-number-of-words-found-in-sentences,2114,1,False
Step-By-Step Directions From a Binary Tree Node to Another,https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another,2096,2,False
Delete the Middle Node of a Linked List,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list,2095,2,False
Finding 3-Digit Even Numbers,https://leetcode.com/problems/finding-3-digit-even-numbers,2094,1,False
Find All People With Secret,https://leetcode.com/problems/find-all-people-with-secret,2092,3,False
Removing Minimum and Maximum From Array,https://leetcode.com/problems/removing-minimum-and-maximum-from-array,2091,2,False
K Radius Subarray Averages,https://leetcode.com/problems/k-radius-subarray-averages,2090,2,False
Find Target Indices After Sorting Array,https://leetcode.com/problems/find-target-indices-after-sorting-array,2089,1,False
Sequentially Ordinal Rank Tracker,https://leetcode.com/problems/sequentially-ordinal-rank-tracker,2102,3,False
Detonate the Maximum Bombs,https://leetcode.com/problems/detonate-the-maximum-bombs,2101,2,False
Find Good Days to Rob the Bank,https://leetcode.com/problems/find-good-days-to-rob-the-bank,2100,2,False
Find Subsequence of Length K With the Largest Sum,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum,2099,1,False
Sum of k-Mirror Numbers,https://leetcode.com/problems/sum-of-k-mirror-numbers,2081,3,False
Valid Arrangement of Pairs,https://leetcode.com/problems/valid-arrangement-of-pairs,2097,3,False
Stamping the Grid,https://leetcode.com/problems/stamping-the-grid,2132,3,False
Two Furthest Houses With Different Colors,https://leetcode.com/problems/two-furthest-houses-with-different-colors,2078,1,False
Process Restricted Friend Requests,https://leetcode.com/problems/process-restricted-friend-requests,2076,3,False
Decode the Slanted Ciphertext,https://leetcode.com/problems/decode-the-slanted-ciphertext,2075,2,False
Reverse Nodes in Even Length Groups,https://leetcode.com/problems/reverse-nodes-in-even-length-groups,2074,2,False
Time Needed to Buy Tickets,https://leetcode.com/problems/time-needed-to-buy-tickets,2073,1,False
Count Fertile Pyramids in a Land,https://leetcode.com/problems/count-fertile-pyramids-in-a-land,2088,3,False
Minimum Cost Homecoming of a Robot in a Grid,https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid,2087,2,False
Minimum Number of Food Buckets to Feed the Hamsters,https://leetcode.com/problems/minimum-number-of-food-buckets-to-feed-the-hamsters,2086,2,False
Count Common Words With One Occurrence,https://leetcode.com/problems/count-common-words-with-one-occurrence,2085,1,False
Maximum Path Quality of a Graph,https://leetcode.com/problems/maximum-path-quality-of-a-graph,2065,3,False
